cifname,Fraction,Surface,Volume,Diameter,O2absolute
T3_303_NH2_SH_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55816,2196.38,1.04216,25.45503,2.07
T3_303_NH2_CHS_H_H-L2_210_CHO_H_H-HCB_A-AA,0.53826,2827.47,1.13263,21.96119,1.751
T3_303_NH2_NO2_H_H-L2_207_CHO_H_H-HCB_A-AA,0.62588,3319.79,1.70202,29.73015,2.446
T3_303_NH2_CHO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.59066,3021.3,1.46536,26.56019,2.156
T3_303_NH2_CHO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.58342,2869.17,1.32969,25.93695,2.053
T3_303_NH2_CH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.64262,4214.95,2.03475,29.80542,2.899
T3_303_NH2_CHS_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5427,2775.07,1.13849,21.97321,1.624
T3_303_NH2_NO_H_H-L2_204_CHO-HCB_A-AA,0.46422,2136.66,0.691878,16.94296,0.983
T3_303_NH2_NO2_H_H-L2_208_CHO_H_H-HCB_A-AA,0.62504,3322.01,1.71685,29.73015,2.609
T3_303_NH2_F_H_H-L2_207_CHO_H_H-HCB_A-AA,0.61416,2385.09,1.34505,29.58964,1.972
T3_303_NH2_OMe_H_H-L2_210_CHO_H_H-HCB_A-AA,0.55752,3762.97,1.35923,22.45301,2.088
T3_303_NH2_CHO_H_H-L2_202_CHO_H_H-HCB_A-AA,0.54744,3023.74,1.22307,22.88179,1.762
T3_303_NH2_F_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5803,2205.5,1.14823,27.92707,2.395
T3_303_NH2_EPO_H_H-L2_203_CHO_H_H-HCB_A-AA,0.6404,4086.06,1.94873,29.38357,2.989
T3_303_NH2_OMe_H_H-L2_207_CHO_H_H-HCB_A-AA,0.6378,4047.51,1.94359,29.79664,2.911
T3_303_NH2_Br_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57334,2014.69,1.02988,26.42579,1.966
T3_303_NH2_H_H_H-L2_212_CHO_H_H-HCB_A-AA,0.57794,2220.09,1.15049,27.97925,2.543
T3_303_NH2_Br_H_H-L2_203_CHO_H_H-HCB_A-AA,0.61296,2163.05,1.20796,29.58964,2.328
T3_303_NH2_OMe_H_H-L2_203_CHO_H_H-HCB_A-AA,0.64292,3972.27,1.94937,29.79664,2.828
T3_303_NH2_Br_H_H-L2_217_CHO_H_H-HCB_A-AA,0.58654,2078.08,1.10829,28.16151,2.564
T3_303_NH2_COOH_H_H-L2_211_CHO_H_H-HCB_A-AA,0.49194,2613.5,0.904832,19.36089,1.753
T3_303_NH2_I_H_H-L2_205_CHO_H_H-HCB_A-AA,0.54726,1922.77,0.871897,25.45503,1.916
T3_303_NH2_CN_H_H-L2_204_CHO-HCB_A-AA,0.44988,2232.58,0.678158,15.60233,0.974
T3_303_NH2_OMe_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5611,3777.17,1.36365,22.45728,1.964
T3_303_NH2_I_H_H-L2_202_CHO_H_H-HCB_A-AA,0.52092,1797.43,0.761794,21.82797,1.499
T3_303_NH2_H_H_H-L2_204_CHO-HCB_A-AA,0.48322,2382.62,0.784568,18.70892,1.046
T3_303_NH2_NO_H_H-L2_207_CHO_H_H-HCB_A-AA,0.61056,2332.61,1.31199,29.58964,2.09
T3_303_NH2_COOH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.60182,3142.02,1.55845,28.30788,2.73
T3_303_NH2_Cl_H_H-L2_208_CHO_H_H-HCB_A-AA,0.60916,2344.46,1.31019,29.58964,2.18
T3_303_NH2_OH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.53668,2230.61,0.974582,23.11046,1.561
T3_303_NH2_OCOCH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.61896,5760.07,1.72788,24.66449,3.179
T3_303_NH2_OMe_H_H-L2_217_CHO_H_H-HCB_A-AA,0.6165,3824.47,1.78559,28.37819,3.091
T3_303_NH2_Cl_H_H-L2_201_CHO_H_H-HCB_A-AA,0.61302,2091.42,1.2032,29.62455,2.27
T3_303_NH2_EPO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.6018,3860.33,1.67673,26.16224,2.747
T3_303_NH2_OMe_H_H-L2_209_CHO_H_H-HCB_A-AA,0.60482,3704.31,1.66888,28.14542,3.281
T3_303_NH2_OH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61262,2442.99,1.3606,29.58964,2.161
T3_303_NH2_CN_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57068,2224.57,1.12737,26.42579,1.891
T3_303_NH2_Cl_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53186,2083.28,0.901423,22.58023,1.515
T3_303_NH2_SH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61072,2372.89,1.31892,29.58964,2.185
T3_303_NH2_Br_H_H-L2_202_CHO_H_H-HCB_A-AA,0.52786,1942.82,0.842055,22.80915,1.601
T3_303_NH2_CHO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.49482,2508.14,0.910438,19.33462,1.749
T3_303_NH2_I_H_H-L2_201_CHO_H_H-HCB_A-AA,0.60668,1826.71,1.04274,29.62455,2.254
T3_303_NH2_EPO_H_H-L2_204_CHO-HCB_A-AA,0.4818,3772.66,1.00752,15.51493,1.365
T3_303_NH2_CHS_H_H-L2_209_CHO_H_H-HCB_A-AA,0.58798,2907.69,1.41188,28.05479,2.868
T3_303_NH2_CHS_H_H-L2_216_CHO_H_H-HCB_A-AA,0.54046,2820.17,1.13379,21.96119,1.704
T3_303_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56676,2001.02,1.00333,27.97925,2.313
T3_303_NH2_CH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.60256,3857.7,1.60143,26.03729,2.415
T3_303_NH2_CN_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55096,2308.16,1.04219,25.45503,1.917
T3_303_NH2_Cl_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52972,2129.25,0.897796,22.58019,1.457
T3_303_NH2_SH_H_H-L2_210_CHO_H_H-HCB_A-AA,0.52986,2098.26,0.905378,22.58019,1.623
T3_303_NH2_SO2H_H_H-L2_207_CHO_H_H-HCB_A-AA,0.61978,3260.12,1.63195,29.38334,2.444
T3_303_NH2_OH_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57302,2131.55,1.05687,25.80354,1.914
T3_303_NH2_NO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55822,2246.36,1.04816,25.45503,1.953
T3_303_NH2_OH_H_H-L2_201_CHO_H_H-HCB_A-AA,0.61662,2169.18,1.24594,29.62455,2.201
T3_303_NH2_I_H_H-L2_213_CHO_H_H-HCB_A-AA,0.56788,1873.01,0.945285,26.40979,1.952
T3_303_NH2_NO2_H_H-L2_204_CHO-HCB_A-AA,0.4754,2997.29,0.881319,16.50176,1.13
T3_303_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59966,3016.94,1.50959,28.28825,2.878
T3_303_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,0.58408,5904.39,1.53712,20.88846,2.444
T3_303_NH2_NH2_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57794,2216.38,1.16323,26.42579,1.967
T3_303_NH2_F_H_H-L2_202_CHO_H_H-HCB_A-AA,0.53858,2217.92,0.973767,23.11046,1.515
T3_303_NH2_OMe_H_H-L2_204_CHO-HCB_A-AA,0.4919,3780.47,1.03849,16.14094,1.323
T3_303_NH2_Br_H_H-L2_209_CHO_H_H-HCB_A-AA,0.57336,1994.12,1.0363,27.92707,2.413
T3_303_NH2_Br_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52588,1931.59,0.815163,22.42193,1.48
T3_303_NH2_I_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56212,1892.08,0.933545,27.97925,2.223
T3_303_NH2_Cl_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56908,2133.21,1.07446,27.97925,2.338
T3_303_NH2_NO2_H_H-L2_210_CHO_H_H-HCB_A-AA,0.54474,3003.27,1.17793,22.63579,1.737
T3_303_NH2_CN_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52304,2221.85,0.904402,21.7126,1.533
T3_303_NH2_SO2H_H_H-L2_202_CHO_H_H-HCB_A-AA,0.5384,3032.15,1.14847,21.55325,1.891
T3_303_NH2_NO_H_H-L2_201_CHO_H_H-HCB_A-AA,0.61428,2125.69,1.21595,29.62455,2.252
T3_303_NH2_SO2H_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57654,2874.04,1.26974,25.08602,2.217
T3_303_NH2_SO2H_H_H-L2_210_CHO_H_H-HCB_A-AA,0.53348,2969.49,1.10884,21.16154,1.748
T3_303_NH2_OH_H_H-L2_203_CHO_H_H-HCB_A-AA,0.619,2372.19,1.35338,29.58964,2.263
T3_303_NH2_H_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62412,2405.93,1.40365,29.58964,2.37
T3_303_NH2_Cl_H_H-L2_203_CHO_H_H-HCB_A-AA,0.61532,2340.02,1.30349,29.58964,2.327
T3_303_NH2_SO2H_H_H-L2_213_CHO_H_H-HCB_A-AA,0.5841,3057.93,1.39767,26.113,2.302
T3_303_NH2_H_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61764,2526.74,1.41167,29.58964,2.098
T3_303_NH2_EPO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.59382,3696.15,1.52109,25.1539,2.494
T3_303_NH2_COOH_H_H-L2_216_CHO_H_H-HCB_A-AA,0.54182,3074.11,1.16926,21.92246,1.685
T3_303_NH2_OH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53748,2129.5,0.947674,22.58023,1.452
T3_303_NH2_F_H_H-L2_212_CHO_H_H-HCB_A-AA,0.5742,2171.1,1.1115,27.97925,2.377
T3_303_NH2_H_H_H-L2_201_CHO_H_H-HCB_A-AA,0.62142,2248.36,1.28858,29.62455,2.277
T3_303_NH2_NO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53342,2103.42,0.914533,22.58023,1.428
T3_303_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62428,3229.14,1.636,29.38334,2.624
T3_303_NH2_NH2_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57088,2089.36,1.05482,25.80354,1.809
T3_303_NH2_OH_H_H-L2_207_CHO_H_H-HCB_A-AA,0.61276,2409.67,1.34665,29.58964,2.082
T3_303_NH2_SO2H_H_H-L2_216_CHO_H_H-HCB_A-AA,0.53564,2958.88,1.11007,21.16154,1.646
T3_303_NH2_Br_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55358,2066.79,0.95192,25.45503,1.953
T3_303_NH2_EPO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.50968,3330.43,1.05369,19.48065,2.206
T3_303_NH2_CN_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5718,2202.88,1.11919,27.92707,2.331
T3_303_NH2_I_H_H-L2_217_CHO_H_H-HCB_A-AA,0.5819,1951.72,1.02721,28.16151,2.497
T3_303_NH2_NO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5768,2159.57,1.12209,27.92707,2.497
T3_303_NH2_CH3_H_H-L2_204_CHO-HCB_A-AA,0.50292,4000.07,1.12381,17.49176,1.281
T3_303_NH2_CHO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5469,2923.08,1.18656,22.501,1.73
T3_303_NH2_SH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59048,2234.7,1.19989,28.16151,2.566
T3_303_NH2_NO_H_H-L2_210_CHO_H_H-HCB_A-AA,0.52878,2131.1,0.909442,22.58019,1.538
T3_303_NH2_OCOCH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.65976,6356.47,2.20115,28.91244,3.77
T3_303_NH2_OCOCH3_H_H-L2_215_CHO_H_H-HCB_A-AA,0.58396,5915.24,1.53681,20.89364,2.37
T3_303_NH2_CHO_H_H-L2_204_CHO-HCB_A-AA,0.47428,3018.14,0.895147,16.40421,1.04
T3_303_NH2_CH3_H_H-L2_201_CHO_H_H-HCB_A-AA,0.6427,3757.02,1.87046,29.84009,2.849
T3_303_NH2_NO_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53352,2101.91,0.914704,22.58025,1.429
T3_303_NH2_Cl_H_H-L2_202_CHO_H_H-HCB_A-AA,0.53144,2119.52,0.927433,23.11046,1.6
T3_303_NH2_SO2H_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53794,2899.71,1.11484,21.20001,1.635
