cifname,value1,value2
T3_303_NH2_SO2H_H_H-L2_211_CHO_H_H-HCB_A-AA,2.011,0.1065600785
T3_303_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,2.887,0.4236834476
T3_303_NH2_H_H_H-L2_203_CHO_H_H-HCB_A-AA,2.435,0.1963419095
T3_303_NH2_SH_H_H-L2_201_CHO_H_H-HCB_A-AA,2.474,0.214821868
T3_303_NH2_Br_H_H-L2_202_CHO_H_H-HCB_A-AA,1.699,0.1898771825
T3_303_NH2_CN_H_H-L2_212_CHO_H_H-HCB_A-AA,2.422,0.1982266163
T3_303_NH2_CN_H_H-L2_206_CHO_H_H-HCB_A-AA,1.938,0.1149277411
T3_303_NH2_OCOCH3_H_H-L2_216_CHO_H_H-HCB_A-AA,3.059,0.3238058533
T3_303_NH2_Br_H_H-L2_205_CHO_H_H-HCB_A-AA,2.099,0.2168303018
T3_303_NH2_EPO_H_H-L2_204_CHO-HCB_A-AA,1.629,0.1183793946
T3_303_NH2_H_H_H-L2_210_CHO_H_H-HCB_A-AA,1.655,0.1316772418
T3_303_NH2_OMe_H_H-L2_202_CHO_H_H-HCB_A-AA,2.488,0.1890739286
T3_303_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,2.43,0.1755147816
T3_303_NH2_OH_H_H-L2_203_CHO_H_H-HCB_A-AA,2.459,0.1909900105
T3_303_NH2_F_H_H-L2_212_CHO_H_H-HCB_A-AA,2.604,0.1624256554
T3_303_NH2_OH_H_H-L2_211_CHO_H_H-HCB_A-AA,1.693,0.0420085028
T3_303_NH2_EPO_H_H-L2_216_CHO_H_H-HCB_A-AA,2.248,0.1389803229
T3_303_NH2_CH3_H_H-L2_216_CHO_H_H-HCB_A-AA,2.227,0.3495335668
T3_303_NH2_SH_H_H-L2_212_CHO_H_H-HCB_A-AA,2.612,0.248858762
T3_303_NH2_CH3_H_H-L2_210_CHO_H_H-HCB_A-AA,2.223,0.1847969668
T3_303_NH2_NO_H_H-L2_212_CHO_H_H-HCB_A-AA,2.524,0.1029742598
T3_303_NH2_NH2_H_H-L2_205_CHO_H_H-HCB_A-AA,2.128,0.1803652461
T3_303_NH2_H_H_H-L2_215_CHO_H_H-HCB_A-AA,1.605,0.1546234492
T3_303_NH2_OMe_H_H-L2_215_CHO_H_H-HCB_A-AA,2.212,0.0754643231
T3_303_NH2_OH_H_H-L2_206_CHO_H_H-HCB_A-AA,1.895,0.2839469429
T3_303_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,3.241,0.22968779
T3_303_NH2_SO2H_H_H-L2_217_CHO_H_H-HCB_A-AA,3.234,0.2164301061
T3_303_NH2_EPO_H_H-L2_205_CHO_H_H-HCB_A-AA,3.151,0.3385240661
T3_303_NH2_EPO_H_H-L2_206_CHO_H_H-HCB_A-AA,2.862,0.1747778066
T3_303_NH2_NH2_H_H-L2_210_CHO_H_H-HCB_A-AA,1.749,0.1787989685
T3_303_NH2_SH_H_H-L2_214_CHO_H_H-HCB_A-AA,1.736,0.2117507616
T3_303_NH2_Br_H_H-L2_216_CHO_H_H-HCB_A-AA,1.622,0.0475984847
T3_303_NH2_F_H_H-L2_205_CHO_H_H-HCB_A-AA,2.129,0.179229447
T3_303_NH2_NO2_H_H-L2_205_CHO_H_H-HCB_A-AA,2.389,0.1300875186
T3_303_NH2_SO2H_H_H-L2_205_CHO_H_H-HCB_A-AA,2.485,0.3679640095
T3_303_NH2_Cl_H_H-L2_201_CHO_H_H-HCB_A-AA,2.488,0.1772949292
T3_303_NH2_OMe_H_H-L2_210_CHO_H_H-HCB_A-AA,2.422,0.2523565701
T3_303_NH2_COOH_H_H-L2_208_CHO_H_H-HCB_A-AA,2.853,0.0928612457
T3_303_NH2_NH2_H_H-L2_217_CHO_H_H-HCB_A-AA,2.708,0.1999683657
T3_303_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,3.113,0.1895318955
