cifname,value1,value2
T3_303_NH2_OCOCH3_H_H-L2_210_CHO_H_H-HCB_A-AA,4.15234375,20.79743
T3_303_NH2_OCOCH3_H_H-L2_211_CHO_H_H-HCB_A-AA,3.92578125,19.63418
T3_303_NH2_OCOCH3_H_H-L2_212_CHO_H_H-HCB_A-AA,4.7265625,28.33298
T3_303_NH2_OCOCH3_H_H-L2_213_CHO_H_H-HCB_A-AA,4.41796875,25.67133
T3_303_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,3.541015625,20.88846
T3_303_NH2_OCOCH3_H_H-L2_215_CHO_H_H-HCB_A-AA,4.3671875,20.89364
T3_303_NH2_OCOCH3_H_H-L2_216_CHO_H_H-HCB_A-AA,2.90625,20.79743
T3_303_NH2_OCOCH3_H_H-L2_217_CHO_H_H-HCB_A-AA,4.27734375,28.51314
T3_303_NH2_OH_H_H-L2_201_CHO_H_H-HCB_A-AA,3.89453125,29.62455
T3_303_NH2_OH_H_H-L2_202_CHO_H_H-HCB_A-AA,4.16796875,23.11046
T3_303_NH2_OH_H_H-L2_203_CHO_H_H-HCB_A-AA,4.2578125,29.58964
T3_303_NH2_OH_H_H-L2_204_CHO-HCB_A-AA,1.638671875,17.67955
T3_303_NH2_OH_H_H-L2_205_CHO_H_H-HCB_A-AA,4.2578125,25.45503
T3_303_NH2_OH_H_H-L2_206_CHO_H_H-HCB_A-AA,2.927734375,25.80354
T3_303_NH2_OH_H_H-L2_207_CHO_H_H-HCB_A-AA,4.265625,29.58964
T3_303_NH2_OH_H_H-L2_208_CHO_H_H-HCB_A-AA,5.015625,29.58964
T3_303_NH2_OH_H_H-L2_209_CHO_H_H-HCB_A-AA,4.3359375,27.92707
T3_303_NH2_OH_H_H-L2_210_CHO_H_H-HCB_A-AA,3.615234375,22.58019
T3_303_NH2_OH_H_H-L2_211_CHO_H_H-HCB_A-AA,5.17578125,19.16605
T3_303_NH2_OH_H_H-L2_212_CHO_H_H-HCB_A-AA,4.1015625,27.97925
T3_303_NH2_OH_H_H-L2_213_CHO_H_H-HCB_A-AA,4.4375,26.42579
T3_303_NH2_OH_H_H-L2_214_CHO_H_H-HCB_A-AA,3.423828125,22.58025
T3_303_NH2_OH_H_H-L2_215_CHO_H_H-HCB_A-AA,3.1484375,22.58023
T3_303_NH2_OH_H_H-L2_216_CHO_H_H-HCB_A-AA,4.27734375,22.58019
T3_303_NH2_OH_H_H-L2_217_CHO_H_H-HCB_A-AA,3.84375,28.16151
T3_303_NH2_OMe_H_H-L2_201_CHO_H_H-HCB_A-AA,4.43359375,29.83133
T3_303_NH2_OMe_H_H-L2_202_CHO_H_H-HCB_A-AA,4.3515625,22.84603
T3_303_NH2_OMe_H_H-L2_203_CHO_H_H-HCB_A-AA,4.1875,29.79664
T3_303_NH2_OMe_H_H-L2_204_CHO-HCB_A-AA,2.92578125,16.14094
T3_303_NH2_OMe_H_H-L2_205_CHO_H_H-HCB_A-AA,4.33203125,25.69276
T3_303_NH2_OMe_H_H-L2_206_CHO_H_H-HCB_A-AA,4.2890625,26.02799
T3_303_NH2_OMe_H_H-L2_207_CHO_H_H-HCB_A-AA,4.33984375,29.79664
T3_303_NH2_OMe_H_H-L2_208_CHO_H_H-HCB_A-AA,5.57421875,29.79664
T3_303_NH2_OMe_H_H-L2_209_CHO_H_H-HCB_A-AA,4.29296875,28.14542
T3_303_NH2_OMe_H_H-L2_210_CHO_H_H-HCB_A-AA,4.3359375,22.45301
T3_303_NH2_OMe_H_H-L2_211_CHO_H_H-HCB_A-AA,4.97265625,19.45514
