cifname,value1,value2
T3_301_NH2_OH_H_H-L2_202_CHO_H_H-HCB_A-AA,1.01,0.1888394277
T3_301_NH2_H_H_H-L2_214_CHO_H_H-HCB_A-AA,0.992,0.1298800187
T3_301_NH2_Cl_H_H-L2_214_CHO_H_H-HCB_A-AA,0.928,0.1055792763
T3_301_NH2_EPO_H_H-L2_202_CHO_H_H-HCB_A-AA,1.523,0.1279371636
T3_301_NH2_CN_H_H-L2_204_CHO-HCB_A-AA,0.507,0.0783451925
T3_301_NH2_COOH_H_H-L2_202_CHO_H_H-HCB_A-AA,1.176,0.1617719806
T3_301_NH2_COOH_H_H-L2_212_CHO_H_H-HCB_A-AA,2.137,0.1711016149
T3_301_NH2_H_H_H-L2_216_CHO_H_H-HCB_A-AA,1.152,0.1215273068
T3_301_NH2_H_H_H-L2_202_CHO_H_H-HCB_A-AA,1.121,0.044416
T3_301_NH2_NO2_H_H-L2_206_CHO_H_H-HCB_A-AA,1.404,0.117726622
T3_301_NH2_CHO_H_H-L2_211_CHO_H_H-HCB_A-AA,1.182,0.0662179292
T3_301_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,2.293,0.0930684792
T3_301_NH2_SO2H_H_H-L2_206_CHO_H_H-HCB_A-AA,1.494,0.0396005911
T3_301_NH2_CN_H_H-L2_214_CHO_H_H-HCB_A-AA,0.951,0.1022231611
T3_301_NH2_OH_H_H-L2_204_CHO-HCB_A-AA,0.556,0.0446323481
T3_301_NH2_F_H_H-L2_217_CHO_H_H-HCB_A-AA,2.041,0.1696201878
T3_301_NH2_F_H_H-L2_206_CHO_H_H-HCB_A-AA,1.247,0.0677992182
T3_301_NH2_OCOCH3_H_H-L2_201_CHO_H_H-HCB_A-AA,2.733,0.2053864831
T3_301_NH2_CHO_H_H-L2_213_CHO_H_H-HCB_A-AA,1.527,0.1181513344
T3_301_NH2_OMe_H_H-L2_209_CHO_H_H-HCB_A-AA,2.438,0.1831739346
T3_301_NH2_EPO_H_H-L2_205_CHO_H_H-HCB_A-AA,1.995,0.2176550412
T3_301_NH2_NO_H_H-L2_210_CHO_H_H-HCB_A-AA,0.996,0.0731042615
T3_301_NH2_OCOCH3_H_H-L2_213_CHO_H_H-HCB_A-AA,2.533,0.2554297146
T3_301_NH2_CHS_H_H-L2_210_CHO_H_H-HCB_A-AA,1.199,0.1462612203
T3_301_NH2_CH3_H_H-L2_213_CHO_H_H-HCB_A-AA,1.879,0.1813665136
T3_301_NH2_OCOCH3_H_H-L2_216_CHO_H_H-HCB_A-AA,1.927,0.2820954208
T3_301_NH2_Br_H_H-L2_206_CHO_H_H-HCB_A-AA,1.274,0.1321445981
T3_301_NH2_EPO_H_H-L2_213_CHO_H_H-HCB_A-AA,1.8,0.0884407635
T3_301_NH2_NH2_H_H-L2_209_CHO_H_H-HCB_A-AA,1.861,0.1715963242
T3_301_NH2_OMe_H_H-L2_207_CHO_H_H-HCB_A-AA,2.0,0.2909507576
T3_301_NH2_F_H_H-L2_210_CHO_H_H-HCB_A-AA,0.961,0.0514496983
T3_301_NH2_Br_H_H-L2_207_CHO_H_H-HCB_A-AA,1.459,0.1711466476
T3_301_NH2_COOH_H_H-L2_217_CHO_H_H-HCB_A-AA,2.387,0.1705941783
T3_301_NH2_OH_H_H-L2_207_CHO_H_H-HCB_A-AA,1.479,0.1101166106
T3_301_NH2_OCOCH3_H_H-L2_210_CHO_H_H-HCB_A-AA,2.201,0.1903838197
T3_301_NH2_F_H_H-L2_202_CHO_H_H-HCB_A-AA,1.078,0.0269143186
T3_301_NH2_NO_H_H-L2_201_CHO_H_H-HCB_A-AA,1.586,0.1072808177
T3_301_NH2_I_H_H-L2_213_CHO_H_H-HCB_A-AA,1.336,0.0973976522
T3_301_NH2_CHO_H_H-L2_216_CHO_H_H-HCB_A-AA,1.091,0.1133070572
T3_301_NH2_I_H_H-L2_203_CHO_H_H-HCB_A-AA,1.503,0.0962235442
